; MSControl_Server Game File									
; Apr 6th									
; Andrew Stokes									
;									
;	Profit	W.cost	J.cost	D.cost					
DEMAND	2	0	59	0	248	698	997		
DEMAND	2	0	59	30	239	747	998		
DEMAND	2	1	0	0	236	868	1012		
DEMAND	2	1	0	30	258	861	1054		
DEMAND	2	1	1	0	233	684	1036		
DEMAND	2	1	1	30	246	752	988		
DEMAND	2	1	2	0	239	810	1015		
DEMAND	2	1	2	30	244	833	988		
DEMAND	2	1	3	0	245	897	1041		
DEMAND	2	1	3	30	231	791	1055		
DEMAND	2	1	4	0	217	677	1021		
DEMAND	2	1	4	30	230	713	979		
DEMAND	2	1	5	0	240	769	1036		
DEMAND	2	1	5	30	233	815	1007		
DEMAND	2	1	6	0	244	809	1033		
DEMAND	2	1	6	30	232	798	1050		
DEMAND	2	1	7	0	240	800	1021		
DEMAND	2	1	7	30	246	848	1012		
DEMAND	2	1	8	0	241	846	1018		
DEMAND	2	1	8	30	225	746	1016		
DEMAND	2	1	9	0	238	842	956		
DEMAND	2	1	9	30	215	837	1030		
DEMAND	2	1	10	0	236	945	994		
DEMAND	2	1	10	30	208	833	1009		
DEMAND	2	1	11	0	220	737	1013		
DEMAND	2	1	11	30	239	702	980		
DEMAND	2	1	12	0	226	853	1001		
DEMAND	2	1	12	30	211	840	984		
DEMAND	2	1	13	0	219	804	977		
DEMAND	2	1	13	30	226	921	980		
DEMAND	2	1	14	0	215	961	1037		
DEMAND	2	1	14	30	215	850	963		
DEMAND	2	1	15	0	233	731	1001		
DEMAND	2	1	15	30	223	934	1020		
DEMAND	2	1	16	0	222	912	1035		
DEMAND	2	1	16	30	225	810	1050		
DEMAND	2	1	17	0	216	868	1009		
DEMAND	2	1	17	30	222	924	1004		
DEMAND	2	1	18	0	235	807	993		
DEMAND	2	1	18	30	233	862	1020		
DEMAND	2	1	19	0	231	844	989		
DEMAND	2	1	19	30	230	856	956		
DEMAND	2	1	20	0	221	947	1018		
DEMAND	2	1	20	30	228	968	997		
DEMAND	2	1	21	0	212	798	944		
DEMAND	2	1	21	30	201	834	1045		
DEMAND	2	1	22	0	205	864	1039		
DEMAND	2	1	22	30	204	870	1026		
DEMAND	2	1	23	0	207	873	1023		
DEMAND	2	1	23	30	225	826	965		
DEMAND	2	1	24	0	200	858	1007		
DEMAND	2	1	24	30	219	843	977		
DEMAND	2	1	25	0	206	955	1013		
DEMAND	2	1	25	30	217	1047	991		
DEMAND	2	1	26	0	214	820	981		
DEMAND	2	1	26	30	208	1050	934		
DEMAND	2	1	27	0	238	899	1005		
DEMAND	2	1	27	30	183	952	998		
DEMAND	2	1	28	0	209	1042	978		
DEMAND	2	1	28	30	193	885	1002		
DEMAND	2	1	29	0	202	826	1061		
DEMAND	2	1	29	30	228	910	1008		
DEMAND	2	1	30	0	193	999	1004		
DEMAND	2	1	30	30	211	947	964		
DEMAND	2	1	31	0	181	1045	992		
DEMAND	2	1	31	30	222	965	992		
DEMAND	2	1	32	0	195	909	963		
DEMAND	2	1	32	30	214	948	991		
DEMAND	2	1	33	0	229	926	965		
DEMAND	2	1	33	30	204	875	984		
DEMAND	2	1	34	0	195	1021	1056		
DEMAND	2	1	34	30	180	1036	970		
DEMAND	2	1	35	0	199	1112	1011		
DEMAND	2	1	35	30	179	1053	1025		
DEMAND	2	1	36	0	173	1053	973		
DEMAND	2	1	36	30	211	981	1028		
DEMAND	2	1	37	0	185	925	973		
DEMAND	2	1	37	30	218	956	982		
DEMAND	2	1	38	0	221	1049	1029		
DEMAND	2	1	38	30	194	953	1058		
DEMAND	2	1	39	0	192	1001	1046		
DEMAND	2	1	39	30	198	1056	1030		
DEMAND	2	1	40	0	185	1069	1014		
DEMAND	2	1	40	30	177	1075	1077		
DEMAND	2	1	41	0	222	955	970		
DEMAND	2	1	41	30	199	923	1048		
DEMAND	2	1	42	0	194	1013	948		
DEMAND	2	1	42	30	217	1096	957		
DEMAND	2	1	43	0	219	994	1034		
DEMAND	2	1	43	30	201	1020	984		
DEMAND	2	1	44	0	180	1146	953		
DEMAND	2	1	44	30	195	990	1066		
DEMAND	2	1	45	0	205	894	958		
DEMAND	2	1	45	30	204	1020	1024		
DEMAND	2	1	46	0	222	894	998		
DEMAND	2	1	46	30	186	1106	965		
DEMAND	2	1	47	0	170	1157	1015		
DEMAND	2	1	47	30	211	1064	1032		
DEMAND	2	1	48	0	222	1144	1030		
DEMAND	2	1	48	30	207	1040	999		
DEMAND	2	1	49	0	213	1045	1052		
DEMAND	2	1	49	30	212	1016	989		
DEMAND	2	1	50	0	174	1226	1097		
DEMAND	2	1	50	30	205	1018	1072		
DEMAND	2	1	51	0	199	1103	1100		
DEMAND	2	1	51	30	174	1026	990		
DEMAND	2	1	52	0	212	1027	1076		
DEMAND	2	1	52	30	222	1213	1082		
DEMAND	2	1	53	0	160	1225	1014		
DEMAND	2	1	53	30	195	1175	1005		
DEMAND	2	1	54	0	213	1184	1024		
DEMAND	2	1	54	30	181	1153	1008		
DEMAND	2	1	55	0	171	1094	1060		
DEMAND	2	1	55	30	211	1198	1010		
DEMAND	2	1	56	0	194	1203	1005		
DEMAND	2	1	56	30	185	1227	1110		
DEMAND	2	1	57	0	170	1224	995		
DEMAND	2	1	57	30	206	1055	1028		
DEMAND	2	1	58	0	186	1083	1002		
DEMAND	2	1	58	30	179	1130	1078		
DEMAND	2	1	59	0	192	1112	1065		
DEMAND	2	1	59	30	182	1110	1035		
DEMAND	2	2	0	0	170	1133	1070		
DEMAND	2	2	0	30	199	1204	989		
DEMAND	2	2	1	0	184	1107	1093		
DEMAND	2	2	1	30	213	1082	946		
DEMAND	2	2	2	0	187	1126	988		
DEMAND	2	2	2	30	171	1054	1105		
DEMAND	2	2	3	0	187	1302	1137		
DEMAND	2	2	3	30	205	1327	1041		
DEMAND	2	2	4	0	205	1281	1009		
DEMAND	2	2	4	30	144	1095	988		
DEMAND	2	2	5	0	179	1188	1053		
DEMAND	2	2	5	30	210	1192	972		
DEMAND	2	2	6	0	182	1052	1042		
DEMAND	2	2	6	30	214	1221	998		
DEMAND	2	2	7	0	162	1165	1059		
DEMAND	2	2	7	30	162	1249	1091		
DEMAND	2	2	8	0	194	1128	990		
DEMAND	2	2	8	30	167	1120	1107		
DEMAND	2	2	9	0	190	1248	1066		
DEMAND	2	2	9	30	206	1260	1108		
DEMAND	2	2	10	0	208	1249	1083		
DEMAND	2	2	10	30	175	1184	1030		
DEMAND	2	2	11	0	220	1261	1055		
DEMAND	2	2	11	30	199	1184	1108		
DEMAND	2	2	12	0	157	1242	1015		
DEMAND	2	2	12	30	206	1216	935		
DEMAND	2	2	13	0	174	1285	1118		
DEMAND	2	2	13	30	211	1217	1035		
DEMAND	2	2	14	0	205	1182	1143		
DEMAND	2	2	14	30	187	1189	1135		
DEMAND	2	2	15	0	208	1335	1080		
DEMAND	2	2	15	30	153	1104	1150		
DEMAND	2	2	16	0	154	1238	1079		
DEMAND	2	2	16	30	207	1217	1012		
DEMAND	2	2	17	0	176	1339	1075		
DEMAND	2	2	17	30	180	1181	1105		
DEMAND	2	2	18	0	136	1176	1172		
DEMAND	2	2	18	30	210	1255	961		
DEMAND	2	2	19	0	164	1298	1031		
DEMAND	2	2	19	30	139	1197	1138		
DEMAND	2	2	20	0	168	1340	982		
DEMAND	2	2	20	30	179	1368	959		
DEMAND	2	2	21	0	226	1307	1151		
DEMAND	2	2	21	30	151	1284	1042		
DEMAND	2	2	22	0	202	1239	992		
DEMAND	2	2	22	30	185	1358	1095		
DEMAND	2	2	23	0	160	1266	1026		
DEMAND	2	2	23	30	166	1170	1086		
DEMAND	2	2	24	0	219	1353	1164		
DEMAND	2	2	24	30	140	1327	1028		
DEMAND	2	2	25	0	223	1224	1082		
DEMAND	2	2	25	30	203	1310	1166		
DEMAND	2	2	26	0	222	1340	1176		
DEMAND	2	2	26	30	170	1370	996		
DEMAND	2	2	27	0	161	1237	1180		
DEMAND	2	2	27	30	173	1283	1038		
DEMAND	2	2	28	0	213	1426	1082		
DEMAND	2	2	28	30	149	1294	1028		
DEMAND	2	2	29	0	217	1244	1147		
DEMAND	2	2	29	30	163	1217	1140		
DEMAND	2	2	30	0	190	1343	1068		
DEMAND	2	2	30	30	185	1290	1037		
DEMAND	2	2	31	0	164	1414	1089		
DEMAND	2	2	31	30	217	1214	1163		
DEMAND	2	2	32	0	204	1454	1222		
DEMAND	2	2	32	30	173	1338	1154		
DEMAND	2	2	33	0	191	1365	1007		
DEMAND	2	2	33	30	164	1423	1178		
DEMAND	2	2	34	0	213	1386	1126		
DEMAND	2	2	34	30	165	1338	1044		
DEMAND	2	2	35	0	175	1435	1056		
DEMAND	2	2	35	30	150	1259	1011		
DEMAND	2	2	36	0	157	1393	1091		
DEMAND	2	2	36	30	151	1303	1204		
DEMAND	2	2	37	0	160	1297	1044		
DEMAND	2	2	37	30	162	1335	1140		
DEMAND	2	2	38	0	199	1438	1056		
DEMAND	2	2	38	30	180	1428	1000		
DEMAND	2	2	39	0	215	1467	1092		
DEMAND	2	2	39	30	150	1396	1097		
DEMAND	2	2	40	0	189	1444	1263		
DEMAND	2	2	40	30	233	1481	1087		
DEMAND	2	2	41	0	193	1453	1146		
DEMAND	2	2	41	30	160	1369	1189		
DEMAND	2	2	42	0	205	1445	1079		
DEMAND	2	2	42	30	154	1406	1077		
DEMAND	2	2	43	0	179	1393	1226		
DEMAND	2	2	43	30	188	1364	1181		
DEMAND	2	2	44	0	177	1379	1098		
DEMAND	2	2	44	30	185	1465	1133		
DEMAND	2	2	45	0	163	1352	1200		
DEMAND	2	2	45	30	169	1474	1088		
DEMAND	2	2	46	0	192	1412	1283		
DEMAND	2	2	46	30	135	1447	1105		
DEMAND	2	2	47	0	184	1445	1112		
DEMAND	2	2	47	30	159	1320	1101		
DEMAND	2	2	48	0	152	1522	1187		
DEMAND	2	2	48	30	196	1408	1135		
DEMAND	2	2	49	0	159	1494	1174		
DEMAND	2	2	49	30	161	1496	1330		
DEMAND	2	2	50	0	162	1332	1155		
DEMAND	2	2	50	30	180	1393	1091		
DEMAND	2	2	51	0	194	1500	1068		
DEMAND	2	2	51	30	171	1420	1120		
DEMAND	2	2	52	0	194	1449	1215		
DEMAND	2	2	52	30	220	1349	1184		
DEMAND	2	2	53	0	197	1471	1139		
DEMAND	2	2	53	30	150	1363	1247		
DEMAND	2	2	54	0	232	1444	1214		
DEMAND	2	2	54	30	154	1442	1143		
DEMAND	2	2	55	0	176	1540	1069		
DEMAND	2	2	55	30	213	1408	1162		
DEMAND	2	2	56	0	226	1405	1151		
DEMAND	2	2	56	30	133	1484	1208		
DEMAND	2	2	57	0	186	1387	1170		
DEMAND	2	2	57	30	227	1492	1130		
DEMAND	2	2	58	0	225	1381	1108		
DEMAND	2	2	58	30	183	1430	1292		
DEMAND	2	2	59	0	146	1523	1318		
DEMAND	2	2	59	30	119	1485	1122		
DEMAND	2	3	0	0	160	1475	1257		
DEMAND	2	3	0	30	165	1406	1226		
DEMAND	2	3	1	0	190	1408	1209		
DEMAND	2	3	1	30	154	1485	1146		
DEMAND	2	3	2	0	194	1477	1328		
DEMAND	2	3	2	30	179	1484	1220		
DEMAND	2	3	3	0	217	1455	1243		
DEMAND	2	3	3	30	182	1425	1081		
DEMAND	2	3	4	0	190	1506	1268		
DEMAND	2	3	4	30	168	1548	1190		
DEMAND	2	3	5	0	136	1473	1120		
DEMAND	2	3	5	30	161	1530	1265		
DEMAND	2	3	6	0	134	1472	1121		
DEMAND	2	3	6	30	135	1511	1232		
DEMAND	2	3	7	0	158	1438	1277		
DEMAND	2	3	7	30	187	1485	1306		
DEMAND	2	3	8	0	176	1563	1336		
DEMAND	2	3	8	30	122	1540	1215		
DEMAND	2	3	9	0	217	1571	1262		
DEMAND	2	3	9	30	226	1381	1367		
DEMAND	2	3	10	0	178	1577	1209		
DEMAND	2	3	10	30	216	1524	1319		
DEMAND	2	3	11	0	132	1531	1138		
DEMAND	2	3	11	30	149	1582	1263		
DEMAND	2	3	12	0	142	1514	1122		
DEMAND	2	3	12	30	158	1508	1119		
DEMAND	2	3	13	0	161	1517	1118		
DEMAND	2	3	13	30	144	1552	1120		
DEMAND	2	3	14	0	196	1549	1277		
DEMAND	2	3	14	30	153	1619	1234		
DEMAND	2	3	15	0	196	1466	1168		
DEMAND	2	3	15	30	186	1519	1300		
DEMAND	2	3	16	0	147	1506	1210		
DEMAND	2	3	16	30	163	1489	1259		
DEMAND	2	3	17	0	192	1584	1136		
DEMAND	2	3	17	30	123	1572	1379		
DEMAND	2	3	18	0	211	1578	1329		
DEMAND	2	3	18	30	188	1549	1235		
DEMAND	2	3	19	0	173	1603	1183		
DEMAND	2	3	19	30	178	1576	1331		
DEMAND	2	3	20	0	158	1542	1377		
DEMAND	2	3	20	30	130	1583	1312		
DEMAND	2	3	21	0	160	1548	1303		
DEMAND	2	3	21	30	206	1486	1404		
DEMAND	2	3	22	0	213	1547	1276		
DEMAND	2	3	22	30	182	1585	1338		
DEMAND	2	3	23	0	228	1598	1317		
DEMAND	2	3	23	30	239	1538	1366		
DEMAND	2	3	24	0	192	1534	1266		
DEMAND	2	3	24	30	175	1601	1196		
DEMAND	2	3	25	0	207	1482	1364		
DEMAND	2	3	25	30	182	1498	1171		
DEMAND	2	3	26	0	203	1576	1383		
DEMAND	2	3	26	30	213	1608	1255		
DEMAND	2	3	27	0	217	1628	1334		
DEMAND	2	3	27	30	155	1593	1238		
DEMAND	2	3	28	0	147	1572	1321		
DEMAND	2	3	28	30	142	1569	1275		
DEMAND	2	3	29	0	226	1600	1220		
DEMAND	2	3	29	30	184	1547	1373		
DEMAND	2	3	30	0	195	1599	1357		
DEMAND	2	3	30	30	207	1531	1404		
DEMAND	2	3	31	0	172	1565	1299		
DEMAND	2	3	31	30	156	1628	1337		
DEMAND	2	3	32	0	148	1533	1276		
DEMAND	2	3	32	30	200	1596	1358		
DEMAND	2	3	33	0	200	1627	1342		
DEMAND	2	3	33	30	154	1555	1257		
DEMAND	2	3	34	0	203	1588	1303		
DEMAND	2	3	34	30	154	1593	1183		
DEMAND	2	3	35	0	248	1526	1357		
DEMAND	2	3	35	30	200	1604	1459		
DEMAND	2	3	36	0	153	1550	1346		
DEMAND	2	3	36	30	168	1585	1380		
DEMAND	2	3	37	0	217	1636	1388		
DEMAND	2	3	37	30	231	1570	1440		
DEMAND	2	3	38	0	139	1560	1276		
DEMAND	2	3	38	30	165	1606	1276		
DEMAND	2	3	39	0	114	1639	1357		
DEMAND	2	3	39	30	238	1588	1358		
DEMAND	2	3	40	0	224	1565	1264		
DEMAND	2	3	40	30	207	1606	1484		
DEMAND	2	3	41	0	193	1574	1330		
DEMAND	2	3	41	30	226	1594	1317		
DEMAND	2	3	42	0	160	1586	1375		
DEMAND	2	3	42	30	152	1583	1284		
DEMAND	2	3	43	0	264	1594	1239		
DEMAND	2	3	43	30	147	1577	1384		
DEMAND	2	3	44	0	217	1641	1314		
DEMAND	2	3	44	30	225	1638	1359		
DEMAND	2	3	45	0	188	1543	1263		
DEMAND	2	3	45	30	191	1584	1373		
DEMAND	2	3	46	0	190	1578	1352		
DEMAND	2	3	46	30	128	1628	1374		
DEMAND	2	3	47	0	142	1543	1427		
DEMAND	2	3	47	30	177	1632	1345		
DEMAND	2	3	48	0	192	1624	1329		
DEMAND	2	3	48	30	253	1555	1414		
DEMAND	2	3	49	0	186	1636	1254		
DEMAND	2	3	49	30	199	1628	1423		
DEMAND	2	3	50	0	192	1629	1387		
DEMAND	2	3	50	30	228	1606	1424		
DEMAND	2	3	51	0	178	1632	1321		
DEMAND	2	3	51	30	175	1593	1405		
DEMAND	2	3	52	0	220	1589	1334		
DEMAND	2	3	52	30	179	1600	1409		
DEMAND	2	3	53	0	207	1625	1359		
DEMAND	2	3	53	30	147	1601	1375		
DEMAND	2	3	54	0	185	1613	1363		
DEMAND	2	3	54	30	239	1628	1417		
DEMAND	2	3	55	0	183	1571	1420		
DEMAND	2	3	55	30	255	1590	1445		
DEMAND	2	3	56	0	164	1630	1404		
DEMAND	2	3	56	30	243	1606	1264		
DEMAND	2	3	57	0	181	1645	1282		
DEMAND	2	3	57	30	268	1561	1428		
DEMAND	2	3	58	0	200	1607	1350		
DEMAND	2	3	58	30	203	1556	1254		
DEMAND	2	3	59	0	221	1600	1472		
DEMAND	2	3	59	30	210	1571	1358		
DEMAND	2	4	0	0	234	1604	1374		
DEMAND	2	4	0	30	231	1638	1438		
DEMAND	2	4	1	0	257	1610	1331		
DEMAND	2	4	1	30	253	1625	1277		
DEMAND	2	4	2	0	208	1614	1419		
DEMAND	2	4	2	30	189	1629	1444		
DEMAND	2	4	3	0	219	1577	1375		
DEMAND	2	4	3	30	279	1621	1418		
DEMAND	2	4	4	0	203	1604	1389		
DEMAND	2	4	4	30	199	1638	1433		
DEMAND	2	4	5	0	198	1635	1402		
DEMAND	2	4	5	30	230	1552	1312		
DEMAND	2	4	6	0	211	1533	1427		
DEMAND	2	4	6	30	161	1580	1441		
DEMAND	2	4	7	0	262	1621	1441		
DEMAND	2	4	7	30	221	1613	1452		
DEMAND	2	4	8	0	227	1605	1432		
DEMAND	2	4	8	30	290	1601	1348		
DEMAND	2	4	9	0	235	1667	1349		
DEMAND	2	4	9	30	227	1611	1427		
DEMAND	2	4	10	0	166	1688	1371		
DEMAND	2	4	10	30	210	1566	1426		
DEMAND	2	4	11	0	278	1611	1515		
DEMAND	2	4	11	30	261	1615	1283		
DEMAND	2	4	12	0	284	1576	1425		
DEMAND	2	4	12	30	247	1609	1482		
DEMAND	2	4	13	0	270	1605	1298		
DEMAND	2	4	13	30	244	1633	1437		
DEMAND	2	4	14	0	233	1570	1501		
DEMAND	2	4	14	30	200	1600	1341		
DEMAND	2	4	15	0	273	1622	1390		
DEMAND	2	4	15	30	199	1633	1381		
DEMAND	2	4	16	0	197	1608	1478		
DEMAND	2	4	16	30	185	1617	1348		
DEMAND	2	4	17	0	276	1590	1462		
DEMAND	2	4	17	30	211	1642	1428		
DEMAND	2	4	18	0	298	1575	1450		
DEMAND	2	4	18	30	268	1591	1355		
DEMAND	2	4	19	0	229	1505	1409		
DEMAND	2	4	19	30	279	1600	1452		
DEMAND	2	4	20	0	296	1561	1400		
DEMAND	2	4	20	30	288	1581	1416		
DEMAND	2	4	21	0	291	1581	1483		
DEMAND	2	4	21	30	255	1600	1409		
DEMAND	2	4	22	0	287	1635	1409		
DEMAND	2	4	22	30	343	1588	1435		
DEMAND	2	4	23	0	260	1568	1485		
DEMAND	2	4	23	30	298	1643	1337		
DEMAND	2	4	24	0	297	1589	1409		
DEMAND	2	4	24	30	287	1674	1397		
DEMAND	2	4	25	0	302	1644	1399		
DEMAND	2	4	25	30	224	1582	1490		
DEMAND	2	4	26	0	362	1649	1415		
DEMAND	2	4	26	30	311	1654	1474		
DEMAND	2	4	27	0	253	1545	1452		
DEMAND	2	4	27	30	252	1606	1379		
DEMAND	2	4	28	0	290	1645	1383		
DEMAND	2	4	28	30	262	1582	1456		
DEMAND	2	4	29	0	228	1547	1423		
DEMAND	2	4	29	30	288	1583	1409		
DEMAND	2	4	30	0	304	1601	1310		
DEMAND	2	4	30	30	350	1573	1395		
DEMAND	2	4	31	0	329	1493	1425		
DEMAND	2	4	31	30	293	1585	1368		
DEMAND	2	4	32	0	287	1628	1334		
DEMAND	2	4	32	30	279	1523	1372		
DEMAND	2	4	33	0	375	1566	1530		
DEMAND	2	4	33	30	311	1516	1405		
DEMAND	2	4	34	0	337	1615	1412		
DEMAND	2	4	34	30	339	1613	1404		
DEMAND	2	4	35	0	374	1635	1513		
DEMAND	2	4	35	30	323	1525	1465		
DEMAND	2	4	36	0	298	1617	1426		
DEMAND	2	4	36	30	334	1617	1445		
DEMAND	2	4	37	0	277	1554	1474		
DEMAND	2	4	37	30	289	1538	1386		
DEMAND	2	4	38	0	376	1548	1343		
DEMAND	2	4	38	30	390	1614	1395		
DEMAND	2	4	39	0	265	1568	1452		
DEMAND	2	4	39	30	347	1531	1327		
DEMAND	2	4	40	0	386	1492	1425		
DEMAND	2	4	40	30	320	1607	1393		
DEMAND	2	4	41	0	310	1608	1458		
DEMAND	2	4	41	30	317	1555	1436		
DEMAND	2	4	42	0	345	1543	1455		
DEMAND	2	4	42	30	406	1607	1498		
DEMAND	2	4	43	0	402	1551	1410		
DEMAND	2	4	43	30	394	1554	1414		
DEMAND	2	4	44	0	414	1654	1446		
DEMAND	2	4	44	30	394	1600	1386		
DEMAND	2	4	45	0	329	1568	1419		
DEMAND	2	4	45	30	391	1510	1401		
DEMAND	2	4	46	0	334	1621	1480		
DEMAND	2	4	46	30	449	1624	1365		
DEMAND	2	4	47	0	380	1478	1406		
DEMAND	2	4	47	30	336	1517	1369		
DEMAND	2	4	48	0	378	1586	1440		
DEMAND	2	4	48	30	438	1492	1451		
DEMAND	2	4	49	0	457	1511	1417		
DEMAND	2	4	49	30	417	1602	1370		
DEMAND	2	4	50	0	453	1564	1445		
DEMAND	2	4	50	30	429	1601	1451		
DEMAND	2	4	51	0	391	1486	1474		
DEMAND	2	4	51	30	386	1549	1505		
DEMAND	2	4	52	0	516	1548	1381		
DEMAND	2	4	52	30	433	1576	1442		
DEMAND	2	4	53	0	485	1524	1439		
DEMAND	2	4	53	30	457	1569	1414		
DEMAND	2	4	54	0	516	1524	1475		
DEMAND	2	4	54	30	426	1580	1392		
DEMAND	2	4	55	0	518	1530	1351		
DEMAND	2	4	55	30	434	1454	1455		
DEMAND	2	4	56	0	456	1512	1441		
DEMAND	2	4	56	30	528	1602	1366		
DEMAND	2	4	57	0	463	1594	1362		
DEMAND	2	4	57	30	445	1612	1402		
DEMAND	2	4	58	0	579	1559	1405		
DEMAND	2	4	58	30	587	1564	1414		
DEMAND	2	4	59	0	575	1550	1328		
DEMAND	2	4	59	30	543	1573	1426		
DEMAND	2	5	0	0	541	1566	1442		
DEMAND	2	5	0	30	614	1568	1424		
DEMAND	2	5	1	0	491	1446	1386		
DEMAND	2	5	1	30	607	1461	1427		
DEMAND	2	5	2	0	553	1461	1402		
DEMAND	2	5	2	30	654	1422	1412		
DEMAND	2	5	3	0	589	1470	1358		
DEMAND	2	5	3	30	577	1458	1413		
DEMAND	2	5	4	0	586	1495	1436		
